type,id,Version,TS,Lat,Lon,amenity,name,amenity_group,amend_tag,closure_tag,previous_name,pre_amenity_group
node,408144703,3,2021-08-08 20:41:17+00:00,53.501819999999995,-2.5936286,pub,Dover Lock Inn,Sustenance,False,False,False,Other
node,408144703,2,2021-08-08 20:39:17+00:00,53.501819999999995,-2.5936286,pub,Dover Lock Inn,Sustenance,True,False,False,Other
node,408731356,3,2021-08-08 20:11:17+00:00,53.507933900000005,-2.5870361,parking,,Transportation,False,False,False,Other
node,8989999032,1,2021-08-08 14:08:39+00:00,53.4924606,-2.0789956000000003,post_office,,Public_Service,,False,False,Other
node,8989671118,1,2021-08-08 11:05:48+00:00,53.483149399999995,-2.2394472999999997,restaurant,Wholesome Junkies,Sustenance,,False,False,Other
node,8989695618,1,2021-08-08 11:05:48+00:00,53.473342200000005,-2.246052,restaurant,Vertigo,Sustenance,,False,False,Other
node,8989695619,1,2021-08-08 11:05:48+00:00,53.48027729999999,-2.236345,restaurant,Vegan Shack,Sustenance,,False,False,Other
node,8989695617,1,2021-08-08 11:05:47+00:00,53.482248999999996,-2.2444377,restaurant,Vertigo,Sustenance,,False,False,Other
node,1217303349,2,2021-08-08 10:42:24+00:00,53.5889885,-2.6358957999999997,parking,Worthington Lakes,Transportation,True,False,False,Other
node,8989602632,1,2021-08-08 10:11:49+00:00,53.5929728,-2.6343101000000004,parking,,Transportation,,False,False,Other
node,2097991738,5,2021-08-07 09:39:05+00:00,53.400451100000005,-2.1837701000000003,fast_food,Dynasty Takeaway,Sustenance,False,False,False,Other
node,2097991738,4,2021-08-06 16:17:48+00:00,53.400451100000005,-2.1837701000000003,fast_food,Dynasty Takeaway,Sustenance,True,fast_food,Long Fung,Sustenance
node,7868872979,3,2021-08-04 16:13:38+00:00,53.5440085,-2.6308572,bar,Jak's and Einstein's,Sustenance,False,False,False,Other
node,8863234263,3,2021-08-04 16:13:38+00:00,53.54720210000001,-2.6285685,parking_entrance,,Transportation,,False,False,Other
node,8863234264,3,2021-08-04 16:13:38+00:00,53.547220200000005,-2.6286118,parking_entrance,,Transportation,,False,False,Other
node,8980284713,1,2021-08-04 16:13:38+00:00,53.543439600000006,-2.6296585,taxi,,Transportation,,False,False,Other
node,8980284714,1,2021-08-04 16:13:38+00:00,53.5442011,-2.6311797,bar,Reef Bar & Terrace Wigan,Sustenance,,False,False,Other
node,3678919234,4,2021-08-03 21:48:26+00:00,53.4746531,-2.2504006000000003,bar,The Comedy Store,Sustenance,False,False,False,Other
node,7676663669,3,2021-08-03 16:15:05+00:00,53.4826993,-2.0449457,fast_food,Oxford Street Chippy,Sustenance,False,False,False,Other
node,8923144885,2,2021-07-31 21:44:33+00:00,53.4508704,-2.3542392000000003,bench,,Facilities,False,False,False,Other
node,4788957094,4,2021-07-31 14:34:25+00:00,53.4942197,-2.5120639,pharmacy,Tims & Parker Pharmacy,Healthcare,False,False,False,Other
node,8964364065,1,2021-07-30 22:39:33+00:00,53.5259909,-2.590789,parking,,Transportation,,False,False,Other
node,8963897859,1,2021-07-30 17:59:12+00:00,53.551544799999995,-2.5028012000000004,fast_food,Subway,Sustenance,,False,False,Other
node,3742759116,2,2021-07-30 10:11:48+00:00,53.41227859999999,-2.1589407000000005,pawnbroker,Stockport Bullion Co.,Other,False,False,False,Other
node,2683693090,3,2021-07-30 10:10:42+00:00,53.4843865,-2.2408624,bar,Roxy Ballroom Arndale,Sustenance,True,nightclub,Birdcage,Entertainment_Arts_Culture
node,8961136952,1,2021-07-29 22:32:49+00:00,53.54585649999999,-2.0073416,bench,,Facilities,,False,False,Other
node,8961113413,1,2021-07-29 22:25:30+00:00,53.55366,-2.0189744,grit_bin,,Transportation,,False,False,Other
node,8961113414,1,2021-07-29 22:25:30+00:00,53.5536774,-2.0189761,post_box,,Public_Service,,False,False,Other
node,8961113415,1,2021-07-29 22:25:30+00:00,53.5536953,-2.0189761,telephone,,Facilities,,False,False,Other
node,8961106024,1,2021-07-29 22:18:48+00:00,53.534864500000005,-1.9929744999999999,grit_bin,,Transportation,,False,False,Other
node,3074267495,3,2021-07-29 22:11:37+00:00,53.53285110000001,-2.0086433,post_box,,Public_Service,False,False,False,Other
node,8961084082,1,2021-07-29 21:58:55+00:00,53.53262779999999,-1.9989298999999998,post_box,,Public_Service,,False,False,Other
node,4193826904,3,2021-07-29 16:46:32+00:00,53.4049353,-2.1837503,place_of_worship,St John's Methodist Church,Other,False,False,False,Other
node,8959488099,1,2021-07-29 09:24:34+00:00,53.55857420000001,-2.0280798,grit_bin,,Transportation,,False,False,Other
node,3543935425,4,2021-07-28 21:36:33+00:00,53.5507505,-2.0055016,post_box,,Public_Service,False,False,False,Other
node,8958280002,1,2021-07-28 21:32:07+00:00,53.5726449,-1.9986991000000003,grit_bin,,Transportation,,False,False,Other
node,8958255987,1,2021-07-28 21:22:26+00:00,53.5698624,-1.9920491999999999,bench,,Facilities,,False,False,Other
node,8958255988,1,2021-07-28 21:22:26+00:00,53.5699404,-1.9920301999999999,grit_bin,,Transportation,,False,False,Other
node,917996141,5,2021-07-28 21:00:31+00:00,53.4932154,-2.0699798,hospital,Tameside General Hospital,Healthcare,False,False,False,Other
node,297557296,6,2021-07-28 20:40:11+00:00,53.547957700000005,-2.0062091,atm,NatWest,Financial,True,False,False,Other
node,8676416518,6,2021-07-28 20:40:11+00:00,53.548808799999996,-2.0039564999999997,post_box,,Public_Service,False,False,False,Other
node,6363510776,2,2021-07-28 20:17:43+00:00,53.48300379999999,-2.2358561000000003,bar,Simple,Sustenance,,False,False,Other
node,5816682575,3,2021-07-28 20:15:24+00:00,53.481685999999996,-2.2353520000000002,post_office,Mail Boxes Etc.,Public_Service,,False,False,Other
node,8905291760,2,2021-07-28 19:33:24+00:00,53.4772101,-2.2370715,bar,Iconic Bar,Sustenance,False,False,False,Other
node,8957572565,1,2021-07-28 15:05:30+00:00,53.550893099999996,-2.0031757,bench,,Facilities,,False,False,Other
node,8957572566,1,2021-07-28 15:05:30+00:00,53.5508052,-2.0031726,bench,,Facilities,,False,False,Other
node,8758853612,2,2021-07-28 10:06:05+00:00,53.538348,-2.0104457,charging_station,,Transportation,False,False,False,Other
node,8676225972,6,2021-07-27 20:30:31+00:00,53.5468327,-2.0015492,post_box,,Public_Service,False,False,False,Other
node,718623026,3,2021-07-27 16:45:54+00:00,53.455024,-2.3454453999999996,post_box,,Public_Service,False,False,False,Other
node,269266117,5,2021-07-27 09:47:07+00:00,53.51478839999999,-2.0409409,doctors,Mossley Medical Practise,Healthcare,False,False,False,Other
node,963941292,2,2021-07-27 07:50:32+00:00,53.414611300000004,-2.3510584,pharmacy,Rowlands Pharmacy,Healthcare,False,False,False,Other
node,4559093569,3,2021-07-27 07:42:55+00:00,53.438304099999996,-2.431739,pharmacy,Lloyds Pharmacy,Healthcare,False,False,False,Other
node,4559093570,3,2021-07-27 07:42:55+00:00,53.4384485,-2.4318055,doctors,,Healthcare,False,False,False,Other
node,7423809253,2,2021-07-27 07:41:09+00:00,53.440185,-2.4256477000000003,pharmacy,Well Pharmacy,Healthcare,True,False,Well,Other
node,5261881041,3,2021-07-27 07:38:48+00:00,53.4564409,-2.4013626,fuel,Texaco,Transportation,False,False,False,Other
node,5261881042,7,2021-07-27 07:38:48+00:00,53.456580599999995,-2.4011697999999995,fast_food,Greggs,Sustenance,,False,False,Other
node,8952390940,1,2021-07-26 21:32:46+00:00,53.5475145,-1.9985111,grit_bin,,Transportation,,False,False,Other
node,8952390941,1,2021-07-26 21:32:46+00:00,53.5475714,-1.9997487,grit_bin,,Transportation,,False,False,Other
node,8656079290,2,2021-07-25 16:38:53+00:00,53.5094751,-2.2428971,fast_food,Range Desserts - Cheetham Hill Road,Sustenance,False,False,False,Other
node,8948115165,1,2021-07-25 08:04:55+00:00,53.5607976,-2.273072,dentist,Unsworth Smile Clinic,Healthcare,,False,False,Other
node,8947277422,1,2021-07-24 21:17:00+00:00,53.4945666,-2.6252721,social_facility,Shawcross Care Home,Healthcare,,False,False,Other
node,708361328,5,2021-07-24 11:57:39+00:00,53.405483499999995,-2.1791701,post_box,,Public_Service,False,False,False,Other
node,8945288325,1,2021-07-23 22:59:16+00:00,53.64409200000001,-2.3464072999999996,bench,,Facilities,,False,False,Other
node,3200312625,5,2021-07-23 12:50:47+00:00,53.4102746,-2.2192779,toilets,,Facilities,False,False,False,Other
node,7687944977,2,2021-07-23 05:08:29+00:00,53.482652,-2.0496529999999997,restaurant,Candolim,Sustenance,False,False,False,Other
node,3706615825,4,2021-07-22 20:08:13+00:00,53.45284229999999,-2.2576224,fast_food,Noodle House,Sustenance,True,fast_food,Giri Goro,Sustenance
node,3706703667,3,2021-07-22 20:08:13+00:00,53.4520089,-2.257831,fast_food,Mr Hot,Sustenance,True,fast_food,Golden Chopsticks,Sustenance
node,6388085120,4,2021-07-22 19:09:35+00:00,53.47744920000001,-2.2376664,restaurant,Arnero,Sustenance,False,False,False,Other
node,7296806860,4,2021-07-22 19:09:35+00:00,53.479333499999996,-2.2313646,bar,Cultureplex,Sustenance,False,False,False,Other
node,6694215418,3,2021-07-22 17:52:25+00:00,53.386548,-2.3514279,cinema,Everyman Altrincham,Entertainment_Arts_Culture,False,False,False,Other
node,7995296889,5,2021-07-22 17:52:25+00:00,53.446878399999996,-2.2776007999999996,restaurant,Ruyi's Vegetarian House,Sustenance,False,False,False,Other
node,8724946670,2,2021-07-22 14:56:50+00:00,53.5491113,-2.0019706000000004,waste_basket,,Waste_Management,False,False,False,Other
node,8745992756,2,2021-07-22 14:56:50+00:00,53.5394046,-2.0085935,waste_basket,,Waste_Management,False,False,False,Other
node,8237279789,2,2021-07-22 14:56:47+00:00,53.546418200000005,-2.3416402,post_box,,Public_Service,False,False,False,Other
node,297547922,7,2021-07-22 14:56:45+00:00,53.550019299999995,-1.9973854,post_box,,Public_Service,False,False,False,Other
node,963941247,3,2021-07-22 14:56:45+00:00,53.419281000000005,-2.3321069,post_box,,Public_Service,False,False,False,Other
node,6257235043,2,2021-07-22 14:56:45+00:00,53.3778726,-2.3636242000000003,bench,,Facilities,False,False,False,Other
node,6652660978,2,2021-07-22 14:56:45+00:00,53.5665936,-2.4437541,recycling,,Waste_Management,False,False,False,Other
node,8939171414,1,2021-07-21 15:09:48+00:00,53.54270160000001,-1.9862402,bench,,Facilities,,False,False,Other
node,1534678572,4,2021-07-20 19:36:27+00:00,53.53208420000001,-2.2048628,fuel,Tesco,Transportation,False,False,False,Other
node,4964520309,2,2021-07-20 19:36:27+00:00,53.5327353,-2.2075883,dentist,J20 Dental,Healthcare,False,False,False,Other
node,3151670423,4,2021-07-19 23:24:53+00:00,53.444635999999996,-2.1914130000000003,telephone,,Facilities,False,False,False,Other
node,4588317858,4,2021-07-19 23:24:53+00:00,53.44325500000001,-2.1914039,telephone,,Facilities,False,False,False,Other
node,4588324793,3,2021-07-19 23:24:53+00:00,53.44594549999999,-2.1915549,telephone,,Facilities,False,False,False,Other
node,4717456856,4,2021-07-19 23:24:53+00:00,53.4456071,-2.1816694,telephone,,Facilities,False,False,False,Other
node,4717456857,5,2021-07-19 23:24:53+00:00,53.4456157,-2.1814134,post_box,,Public_Service,False,False,False,Other
node,4072579105,5,2021-07-19 23:15:24+00:00,53.402515799999996,-2.1638257999999997,telephone,,Facilities,False,False,False,Other
node,8934114309,1,2021-07-19 23:15:24+00:00,53.402548200000005,-2.1638639,bicycle_parking,,Transportation,,False,False,Other
node,8934114310,1,2021-07-19 23:15:24+00:00,53.40244739999999,-2.1637981,bicycle_parking,,Transportation,,False,False,Other
node,8934114311,1,2021-07-19 23:15:24+00:00,53.4025634,-2.1631645,bicycle_parking,,Transportation,,False,False,Other
node,8934114312,1,2021-07-19 23:15:24+00:00,53.40263929999999,-2.1632114,bicycle_parking,,Transportation,,False,False,Other
node,7161027930,4,2021-07-19 22:09:38+00:00,53.546673600000005,-2.0075045,telephone,,Facilities,False,False,False,Other
node,286960799,3,2021-07-19 21:00:39+00:00,53.5395255,-2.1095967,fuel,Sainsbury's,Transportation,True,fuel,Sainsburys,Transportation
node,8853918424,2,2021-07-19 20:24:09+00:00,53.5506556,-2.2952955000000004,restaurant,Hamiltons,Sustenance,False,False,False,Other
node,8656002368,2,2021-07-19 20:19:28+00:00,53.44173910000001,-2.1898507,fast_food,Range Desserts - Levenshulme,Sustenance,False,False,False,Other
node,2611022056,2,2021-07-19 17:01:55+00:00,53.4203252,-2.2104621,cafe,Costa,Sustenance,False,False,False,Other
node,5718911733,2,2021-07-19 17:01:55+00:00,53.42049229999999,-2.2114243,car_rental,Enterprise,Transportation,False,False,False,Other
node,718623019,4,2021-07-19 16:44:20+00:00,53.4550265,-2.3451020000000002,telephone,,Facilities,False,False,False,Other
node,718623026,2,2021-07-19 16:44:20+00:00,53.455024,-2.3454453999999996,post_box,,Public_Service,False,False,False,Other
node,1799602844,4,2021-07-19 16:44:20+00:00,53.4550906,-2.3447747000000003,pharmacy,Boots,Healthcare,False,False,False,Other
node,1799607377,3,2021-07-19 16:44:20+00:00,53.455086800000004,-2.3449278,fast_food,Lotus Fast Food,Sustenance,False,False,False,Other
node,8933565065,1,2021-07-19 16:44:20+00:00,53.45503860000001,-2.3448463999999998,waste_basket,,Waste_Management,,False,False,Other
node,286953521,3,2021-07-19 15:30:33+00:00,53.509352,-2.1604704,fuel,Tesco,Transportation,False,False,False,Other
node,286953526,4,2021-07-19 15:30:33+00:00,53.50961360000001,-2.1613073,fuel,Morrisons,Transportation,False,False,False,Other
node,287027171,3,2021-07-19 15:30:33+00:00,53.5085959,-2.1632816000000004,dentist,,Healthcare,False,False,False,Other
node,3566928911,2,2021-07-19 15:30:33+00:00,53.5096916,-2.1567321,doctors,,Healthcare,False,False,False,Other
node,3566930658,2,2021-07-19 15:30:33+00:00,53.50987979999999,-2.1569199,pharmacy,,Healthcare,False,False,False,Other
node,778242941,4,2021-07-19 14:54:22+00:00,53.602985399999994,-2.1643767000000005,cinema,Odeon,Entertainment_Arts_Culture,False,False,False,Other
node,1965762400,2,2021-07-19 14:54:22+00:00,53.6017427,-2.1737011,fuel,Tesco,Transportation,False,False,False,Other
node,8933253631,1,2021-07-19 14:19:44+00:00,53.5508647,-1.99938,grit_bin,,Transportation,,False,False,Other
node,4710628855,2,2021-07-19 12:43:33+00:00,53.568369700000005,-2.0730468999999996,parking_space,Parking Area,Transportation,False,False,False,Other
node,8931230141,1,2021-07-18 20:11:16+00:00,53.4432071,-2.2047173,fast_food,Pizza Hut Delivery,Sustenance,,False,False,Other
node,4814023476,5,2021-07-18 17:18:02+00:00,53.428014000000005,-2.2629019,restaurant,Persia Grill House,Sustenance,False,False,False,Other
node,6452968037,3,2021-07-18 17:08:43+00:00,53.4212583,-2.2161703,fast_food,Top Pizza,Sustenance,False,False,False,Other
node,8898914132,2,2021-07-18 14:33:19+00:00,53.54812629999999,-2.0068148,bench,,Facilities,False,False,False,Other
node,8898914133,2,2021-07-18 14:33:17+00:00,53.54812439999999,-2.0068913,bench,,Facilities,False,False,False,Other
node,8898914141,2,2021-07-18 14:33:16+00:00,53.5483195,-2.0069828999999997,bench,,Facilities,False,False,False,Other
node,4949927206,3,2021-07-18 13:52:38+00:00,53.441807999999995,-2.276714,restaurant,Singh Sizzlers,Sustenance,False,False,False,Other
node,8860488730,2,2021-07-18 13:20:39+00:00,53.5539284,-2.2981496,restaurant,Two Birds & One Stone,Sustenance,False,False,False,Other
node,760657365,6,2021-07-18 09:39:04+00:00,53.5354798,-2.0558111,parking,,Transportation,False,False,False,Other
node,760657365,5,2021-07-18 09:38:59+00:00,53.5354798,-2.0558111,parking,,Transportation,False,False,False,Other
node,760657365,4,2021-07-18 09:38:57+00:00,53.5354798,-2.0558111,parking,,Transportation,False,False,False,Other
node,8731268223,2,2021-07-17 13:25:30+00:00,53.541768299999994,-1.9931908999999999,bench,,Facilities,False,False,False,Other
node,371634724,4,2021-07-17 10:09:07+00:00,53.548957900000005,-2.5223187,atm,,Financial,False,False,False,Other
node,413988222,5,2021-07-17 10:09:07+00:00,53.551352,-2.5171697,post_box,,Public_Service,False,False,False,Other
node,6563542349,3,2021-07-17 10:09:07+00:00,53.548794799999996,-2.5217076,atm,,Financial,False,False,False,Other
node,6563669604,3,2021-07-17 10:09:07+00:00,53.54890940000001,-2.5216197,atm,,Financial,False,False,False,Other
node,8853918425,2,2021-07-16 22:31:15+00:00,53.5480162,-2.2931383999999997,restaurant,Campo Blanco,Sustenance,False,False,False,Other
node,7008505922,3,2021-07-16 22:30:13+00:00,53.3697848,-2.249764,car_rental,Arnold Clark,Transportation,False,False,False,Other
node,6606488254,2,2021-07-16 22:23:38+00:00,53.360722499999994,-2.2477263,car_rental,Green Motion,Transportation,False,False,False,Other
node,5728817384,3,2021-07-16 22:22:27+00:00,53.4037756,-2.1534826000000002,pharmacy,Hillgate Pharmacy,Healthcare,False,False,False,Other
node,8847844384,2,2021-07-16 21:46:14+00:00,53.37738220000001,-2.1217749,bicycle_parking,,Transportation,False,False,False,Other
node,8860488420,2,2021-07-16 21:40:56+00:00,53.5512767,-2.2956585,restaurant,Peppe's Pizzeria,Sustenance,False,False,False,Other
node,6195905487,2,2021-07-16 20:43:37+00:00,53.364862800000004,-2.2612482999999997,car_rental,Interrent,Transportation,False,False,False,Other
node,8853918423,2,2021-07-16 20:18:03+00:00,53.5508851,-2.2954082000000002,restaurant,8 Manchester,Sustenance,False,False,False,Other
node,4564184006,3,2021-07-16 20:15:48+00:00,53.4492544,-2.2697472999999997,fast_food,Range Desserts - Whalley Range,Sustenance,False,False,False,Other
node,4360767266,4,2021-07-16 19:43:21+00:00,53.3688251,-2.2511137999999997,car_rental,Dollar Thrifty,Transportation,False,False,False,Other
node,4806732677,5,2021-07-16 18:32:56+00:00,53.4279127,-2.2626707,restaurant,Due Fratelli,Sustenance,False,False,False,Other
node,6028232920,5,2021-07-16 16:03:59+00:00,53.477731299999995,-2.2364526000000002,restaurant,Jasmine,Sustenance,False,False,False,Other
node,4723555793,2,2021-07-16 14:17:48+00:00,53.5582152,-2.056082,grit_bin,,Transportation,False,False,False,Other
node,6942718785,2,2021-07-16 14:13:02+00:00,53.4780608,-2.2484595,bar,Impossible Manchester,Sustenance,False,False,False,Other
node,8921715249,2,2021-07-16 08:36:33+00:00,53.5045924,-2.4321056,restaurant,Amans Restaurant,Sustenance,True,False,Amans Restaurant (formerly the Queens Arms),Other
node,8923144885,1,2021-07-15 17:59:31+00:00,53.4508704,-2.3542392000000003,bench,,Facilities,,False,False,Other
node,8923144886,1,2021-07-15 17:59:31+00:00,53.449897,-2.3536137999999998,waste_basket,,Waste_Management,,False,False,Other
node,8923144887,1,2021-07-15 17:59:31+00:00,53.449555200000006,-2.3534337000000005,waste_basket,,Waste_Management,,False,False,Other
node,8923144888,1,2021-07-15 17:59:31+00:00,53.4486438,-2.3541342999999997,cafe,Beavano Lounge,Sustenance,,False,False,Other
node,8922801465,1,2021-07-15 15:01:41+00:00,53.5586012,-1.9937923999999998,grit_bin,,Transportation,,False,False,Other
node,8921715249,1,2021-07-15 08:22:46+00:00,53.5046203,-2.4321324,restaurant,Amans Restaurant (formerly the Queens Arms),Sustenance,,False,False,Other
node,8920560021,1,2021-07-14 20:55:21+00:00,53.5460003,-1.9989218,grit_bin,,Transportation,,False,False,Other
node,8899363472,2,2021-07-14 19:28:11+00:00,53.546314,-2.0014573,bench,,Facilities,False,False,False,Other
node,2116959254,4,2021-07-14 15:19:45+00:00,53.6173412,-2.1567608,pub,Regal Moon,Sustenance,False,False,False,Other
node,8919773186,1,2021-07-14 14:14:07+00:00,53.457763,-2.3565118999999997,veterinary,Trafford Veterinary Center,Healthcare,,False,False,Other
node,6722737820,2,2021-07-14 13:07:00+00:00,53.56672929999999,-2.4758169,school,Rumworth School,Education,False,False,False,Other
node,8917751060,1,2021-07-13 22:49:15+00:00,53.400760700000006,-2.1782296000000003,social_facility,Plane Tree Court,Healthcare,,False,False,Other
node,5199002561,2,2021-07-13 21:47:23+00:00,53.5537185,-2.4302421,pharmacy,,Healthcare,False,False,False,Other
node,1694798611,2,2021-07-13 19:52:34+00:00,53.43567629999999,-2.0677683,post_box,,Public_Service,False,False,False,Other
node,8917481353,1,2021-07-13 19:52:34+00:00,53.4325014,-2.0620729,post_box,,Public_Service,,False,False,Other
node,8917481354,1,2021-07-13 19:52:34+00:00,53.4322929,-2.0620381,telephone,Tejrjwne,Facilities,,False,False,Other
node,1022043652,7,2021-07-13 15:32:05+00:00,53.576450699999995,-2.4302342,parking_entrance,,Transportation,False,False,False,Other
node,5245477557,3,2021-07-13 15:32:05+00:00,53.5764958,-2.4299494999999998,parking_entrance,,Transportation,False,False,False,Other
node,38951588,9,2021-07-13 15:29:54+00:00,53.417755299999996,-2.3236175,fuel,Asda,Transportation,True,False,False,Other
node,4788301817,4,2021-07-13 12:50:36+00:00,53.498213899999996,-2.5283398999999998,fast_food,Subway,Sustenance,False,False,False,Other
node,5354130018,5,2021-07-13 12:50:36+00:00,53.4982693,-2.5282906,fast_food,Greggs,Sustenance,False,False,False,Other
node,8916614155,1,2021-07-13 12:50:36+00:00,53.498345799999996,-2.5271867,charging_station,,Transportation,,False,False,Other
node,2667165022,3,2021-07-13 10:28:04+00:00,53.4116838,-2.1578801,atm,,Financial,False,False,False,Other
node,3740920785,3,2021-07-13 10:28:04+00:00,53.411699899999995,-2.1578053,bank,HSBC UK,Financial,False,False,False,Other
node,1040736974,3,2021-07-13 09:50:09+00:00,53.486387699999995,-2.0968321,atm,,Financial,False,False,False,Other
node,1040738457,2,2021-07-13 09:50:09+00:00,53.4862983,-2.0967302,atm,,Financial,False,False,False,Other
node,5092133861,3,2021-07-13 09:42:38+00:00,53.3868012,-2.3488956,bank,HSBC UK,Financial,True,False,HSBC,Other
node,5840876002,3,2021-07-12 17:29:20+00:00,53.5460259,-2.6311942999999998,bar,The Wiend Bar,Sustenance,False,False,False,Other
node,2810277845,2,2021-07-12 11:24:54+00:00,53.44519350000001,-2.2164156000000004,bicycle_parking,,Transportation,False,False,False,Other
node,3671766154,5,2021-07-11 19:06:53+00:00,53.5679914,-2.1238283,dentist,Bupa Dental Care,Healthcare,True,False,The Royton Dental Practice,Other
node,8911826396,1,2021-07-11 16:21:05+00:00,53.480115399999995,-2.292468,fast_food,Keney News,Sustenance,,False,False,Other
node,8911826397,1,2021-07-11 16:21:05+00:00,53.4801009,-2.2923592999999998,fast_food,Ali'S Kebab and Grill House Ltd,Sustenance,,False,False,Other
node,8911826398,1,2021-07-11 16:21:05+00:00,53.48013,-2.2925766,fast_food,Salford Curry King,Sustenance,,False,False,Other
node,8911826399,1,2021-07-11 16:21:05+00:00,53.4800863,-2.2922507000000003,fast_food,Roots,Sustenance,,False,False,Other
node,8911826400,1,2021-07-11 16:21:05+00:00,53.4800717,-2.2921421000000004,fast_food,Afro Caribbean Food Store,Sustenance,,False,False,Other
node,8911804577,1,2021-07-11 16:14:18+00:00,53.4801715,-2.2927603,fast_food,Papas Cafe,Sustenance,,False,False,Other
node,8911804578,1,2021-07-11 16:14:18+00:00,53.479781200000005,-2.2922748,fast_food,Taste Of Portugal,Sustenance,,False,False,Other
node,8911804579,1,2021-07-11 16:14:18+00:00,53.47926089999999,-2.2918792000000003,fast_food,Willan Cafe,Sustenance,,False,False,Other
node,8911804580,1,2021-07-11 16:14:18+00:00,53.479352600000006,-2.291843,fast_food,Magazin,Sustenance,,False,False,Other
node,8911804581,1,2021-07-11 16:14:18+00:00,53.4791204,-2.2921272999999998,fast_food,Marvel Kitchen,Sustenance,,False,False,Other
node,8911618024,1,2021-07-11 14:22:48+00:00,53.479685399999994,-2.2917919999999996,fast_food,Burgerism,Sustenance,,False,False,Other
node,449284640,3,2021-07-11 12:35:36+00:00,53.5021321,-2.5170956,place_of_worship,Oxford Hall,Other,False,False,False,Other
node,8911466637,1,2021-07-11 12:35:36+00:00,53.4909999,-2.529137,parking_space,,Transportation,,False,False,Other
node,8911466638,1,2021-07-11 12:35:36+00:00,53.4906211,-2.5289968999999997,parking_space,,Transportation,,False,False,Other
node,8911466639,1,2021-07-11 12:35:36+00:00,53.4903672,-2.5288588,parking_space,,Transportation,,False,False,Other
node,3230781262,3,2021-07-11 11:57:20+00:00,53.540676500000004,-2.0041293000000002,bench,,Facilities,False,False,False,Other
node,3230781262,2,2021-07-11 11:57:19+00:00,53.540676500000004,-2.0041293000000002,bench,,Facilities,False,False,False,Other
node,3230781261,4,2021-07-11 11:28:10+00:00,53.5400086,-2.004368,bench,,Facilities,False,False,False,Other
node,3230781261,3,2021-07-11 11:28:08+00:00,53.5400086,-2.004368,bench,,Facilities,False,False,False,Other
node,3230781264,4,2021-07-11 11:28:02+00:00,53.539562399999994,-2.0048052,bench,,Facilities,False,False,False,Other
node,3230781264,3,2021-07-11 11:27:58+00:00,53.539562399999994,-2.0048052,bench,,Facilities,False,False,False,Other
node,3230780752,3,2021-07-11 11:26:22+00:00,53.5383635,-2.0057732,bench,,Facilities,False,False,False,Other
node,3230780752,2,2021-07-11 11:26:14+00:00,53.5383635,-2.0057732,bench,,Facilities,False,False,False,Other
node,4717456856,3,2021-07-10 21:21:58+00:00,53.4456574,-2.1816265,telephone,,Facilities,False,False,False,Other
node,702381868,6,2021-07-10 20:52:11+00:00,53.57814989999999,-2.4284376,waste_basket,,Waste_Management,,False,False,Other
node,8910057343,1,2021-07-10 16:45:26+00:00,53.4031551,-2.1768471000000003,doctors,Edgeley Medical Practice,Healthcare,,False,False,Other
node,5440889918,2,2021-07-10 13:58:55+00:00,53.5728194,-2.6079067000000005,fountain,,Entertainment_Arts_Culture,False,False,False,Other
node,698602628,4,2021-07-10 13:14:38+00:00,53.578311,-2.4273792000000003,parking,,Transportation,False,False,False,Other
node,4962630843,2,2021-07-10 13:14:38+00:00,53.5795802,-2.4277803,bank,Skipton Building Society,Financial,,False,False,Other
node,4963760567,5,2021-07-10 13:14:38+00:00,53.5810293,-2.4300891,fast_food,Greggs,Sustenance,,False,False,Other
node,4964813895,2,2021-07-10 13:14:38+00:00,53.5828241,-2.429168,parking,,Transportation,False,False,False,Other
node,5234862393,3,2021-07-10 13:14:38+00:00,53.5817031,-2.4291035,parking_entrance,,Transportation,False,False,False,Other
node,5244613235,2,2021-07-10 13:14:38+00:00,53.580473399999995,-2.4295287999999995,restaurant,Gourmet Burger Kitchen,Sustenance,True,restaurant,GBK,Sustenance
node,5329470037,2,2021-07-10 13:14:38+00:00,53.5791652,-2.434509,fast_food,Pizza Hut Delivery,Sustenance,False,False,False,Other
node,671662369,2,2021-07-10 10:59:37+00:00,53.4951282,-2.5102749,police,GMP Divisional HQ Leigh,Public_Service,False,False,False,Other
node,8909594419,1,2021-07-10 10:59:37+00:00,53.494414,-2.5107014,parking_space,,Transportation,,False,False,Other
node,8909594536,1,2021-07-10 10:59:37+00:00,53.49400279999999,-2.5067437000000004,parking_space,,Transportation,,False,False,Other
node,671767918,2,2021-07-10 10:01:54+00:00,53.495175399999994,-2.5198429,bar,Quaye,Sustenance,True,bar,Bliss,Sustenance
node,4788957094,3,2021-07-10 10:01:54+00:00,53.4942197,-2.5120639,pharmacy,Tims & Parker Pharmacy,Healthcare,True,False,False,Other
node,8909478736,1,2021-07-10 10:01:54+00:00,53.49426,-2.5174537,parking_space,,Transportation,,False,False,Other
node,8909478737,1,2021-07-10 10:01:54+00:00,53.4943201,-2.5172541,parking_space,,Transportation,,False,False,Other
node,8909478738,1,2021-07-10 10:01:54+00:00,53.49442510000001,-2.5173351000000004,parking_space,,Transportation,,False,False,Other
node,8909478741,1,2021-07-10 10:01:54+00:00,53.4931037,-2.5119466,grit_bin,,Transportation,,False,False,Other
